filename,original,descriptions
img_0101,Extended RSM for grammar $S \to a \ b \mid a \ S \ b$,"The figure shows two boxes on top of each other. The top box, labeled ""S'"", begins with a ""start"" arrow pointing to state $q_4$. From $q_4$ is a transition labeled $q_0$ leading to state $q_5$, followed by another transition labeled \$ leading to state $q_6$, which is a double circled accepting state. The lower box, labeled ""S"", also begins with a ""start"" arrow pointing to state $q_0$. From $q_0$ is a transition labeled ""a"" to $q_1$. From $q_1$ are two transitions, one labeled ""b"" to accepting state $q_3$ and another one labeled $q_0$ to state $q_2$. From $q_2$ to $q_3$ there is a another transition labeled ""b""."
img_0102,"Creating a rectangular Tikz node that fill the entire width
 
 I'm trying to create a rectangular Tikz node which fill the entire width of the graphic. How do I do that?
 \documentclass[tikz]{standalone}
 \usepackage{tikz}
 \usetikzlibrary{positioning, fit, arrows.meta, shapes}
 
 \begin{document}
 
 \begin{tikzpicture}[
 font=\sf \scriptsize,
 >=LaTeX,
 cell/.style={
 rectangle, 
 sharp corners=5mm, 
 draw,
 very thick,
 },
 ]
 
 \node[cell] (foo) {foo};
 \node[cell, right=of foo] (bar) {bar};
 \node[cell, right=of bar] (baz) {baz};
 
 \node[cell](input) at (0, -1){I want this all the way};
 
 \draw[->] (input) -- (foo);
 \draw[->] (input) -- (bar);
 \draw[->] (input) -- (baz);
 \end{tikzpicture}
 \end{document}
 
 I'd like for the outer most edges of the lower rectangle to align with foo and baz. Also it would be nice of the arrows were completely vertical.","A block diagram with three boxes labeled ""foo"", ""bar"", ""baz"". Each box is outlined with a thick black border. Below them a wide horizontal rectangle spans the width of the diagram and contains the text ""I want this all the way"". This rectangle is also outlined in black and three arrows point upwards to each box."
img_0103,The graph $C_7+2f$.,"An undirected graph with nodes labeled 1 through 7, along with two additional nodes labeled $f_1$ and $f_7$. The nodes are connected by straight edges, forming a outer polygon with internal connections. At the top of the graph, node 1 connects to node 2 and 7. Node 2 continues to node 3, which connects to node 4. Nodes 4 and 5 form the lower right edge, while node 5 is also connected to node 6. Node 6 then connects back to node 7, completing the outer circle. Inside this outer circle, node $f_2$ is connected to node 5, 6 and 7, while node $f_7$ connects to nodes 3, 4 and 5."
img_0104,"Secrecy-leakage rate vs. privacyEve-leakage rate projection of the boundary tuples $(R_{\text{s}}, R_{\text{w}},R_{\ell,{\text{Dec}}}, R_{\ell,{\text{Eve}}},D)$ for $p=0.06$ and for the number of independent BSC measurements at the decoder $M=1,2,3$.","The figure shows a plot with the x-axis labeled ""Secrecy-leakage Rate (bits/symbol)"", ranging from 0 to 0.5 and the y-axis labeled ""Privacy Eve-leakage Rate (bits/symbol)"", ranging from 0 to 0.3. Three curves are plotted, each corresponding to a different value of M. The blue solid line with open circle markers represents M = 1. It start at the origin and increases linearly. The red dashed line with cross markers represents M = 2 and lies below the M = 1 curve and shows a slightly nonlinear increase as the Secrecy-leakage rate increases. The black dotted line with square markers represent M = 3 and it lies the lowest on the plot and is even more non-linear. A legend in the top-left corner of the plot identifies each curve and its corresponding M value."
img_0105,The short-diagonal map on a discretized curve ($d=2$),"A curved arc with four points on it. Each point is labeled by a $\gamma$ function, From left to right these points are labeled: $\gamma\left(x - \frac{3\varepsilon}{2}\right)$, $\gamma\left(x - \frac{\varepsilon}{2}\right)$, $\gamma\left(x + \frac{\varepsilon}{2}\right)$ and $\gamma\left(x + \frac{3\varepsilon}{2}\right)$. At the center, slightly below the arc, is a point labeled $\gamma_\varepsilon(x)$. This point is connected by dotted lines to each of the four surrounding point on the arc."
img_0106,Cross-validation with $k$-folding and holdout.,"A workflow for cross-validation using k-folds. It consists of four circular stages that are connected by arrows and the entire process is repeated k times. The first circle is labeled ""1/k training set"" and annotated beneath as ""k-folding (k=10)"". An arrow leads to the second circle, which is labeled ""up to 10 training instances"" and annotated beneath as ""Training ""(local search)"". The process continues to a third circle labeled ""(k-1)/k training set"" and annotated ""Validation (subsetting)"" beneath. From there, a final arrow lead to a circle labeled ""100\% test set"" and annotated ""Test"" beneath. A horizontal bracket across the top first three circles notes that its ""repeated k times using k folds""."
img_0107,"Différentielle de $\Omega^{2}\moduli[1](10;-4,-6)$ dont le résidu est nul","Three small undirected graphs, each enclosed in a gray oval shape. In the leftmost oval, two black dots are connected by a horizontal edge labeled 1 above and 2 below. From the right node, another edge extends outward to the right, without a connected node, indicated by a dotted continuation. This edge is labeled b above and a below. The middle oval contains a similar structure, two nodes are connected by a horizontal edge labeled 3 above and a reversed 2 below. A second edge extends from the right node, labeled a above and b below and continues again to the right to a dotted continuation. The rightmost oval contains a single horizontal edge between two nodes. This edge is labeled $\varepsilon$ above and 1 below."
img_0108,"Complicated arrows in flowcharts
 
 I have done most of the flowchart except for some complicated arrows. The code that I am using is
 \tikzstyle{io} = [rectangle, rounded corners, minimum width = 3cm, minimum
 height = 1cm, text centered, draw=black]
 \tikzstyle{io1} = [rectangle, rounded corners, minimum width = 3cm, minimum
 height = 1.5cm, text centered, draw=black]
 \tikzstyle{arrow} = [ultra thick, ->, >=stealth]
 \begin{center}
 \begin{tikzpicture}[node distance = 2cm]
 \node (start) [io1] {Concept proposed 2005-06};
 \node (in1) [io1, below of = start, yshift=-3cm] {ABE schemes 2006-12};
 \node (in2) [io1, below of = in1, yshift = -5cm] {Development 2007-13};
 \node (in3) [io1, below of = in2, yshift = -0.8cm] {Future work 2014};
 \node (in4) [io, right of = start, , yshift = 1cm, xshift = 7cm] {FIBE 2005};
 \node (in5) [io, below of = in4] {KP-ABE, CP-ABE 2006};
 \node (in6) [io, below of = in5] {KP-ABE 2006-11};
 \node (in7) [io, below of = in6] {CP-ABE 2007-12};
 \node (in8) [io, below of = in7] {Dual-policy ABE 2009};
 \node (in9) [io, below of = in8] {Multi-authority ABE 2007-12};
 \node (in10) [io, below of = in9] {User/Attribute revocation 2007-13};
 \node (in11) [io, below of = in10] {Accountability 2009-12};
 \node (in12) [io, below of = in11] {PRE 2008-13};
 
 \draw[arrow] (start) -- (in1);
 \draw[arrow] (in1) -- (in2);
 \draw[arrow] (in2) -- (in3);
 \end{tikzpicture}
 \end{center}
 
 
 How can I draw these complicated curled arrows?","A flowchart, which begins with a box labeled ""Concept proposed 2005-06"", from where two branches emerge to the right: ""FIBE 2005"" and ""KP-ABE, CP-ABE 2006"". An downward arrow from the concept box connects to a second box labeled ""ABE schemes 2006-12"". From there, three branches extend to the right: ""KP-ABE 2006-11"", ""CP-ABE 2007-12"" and ""Dual-policy ABE 2009"". Another downward arrow connects the schemes box to a third box labeled ""Development 2007-13"". From there 4 branches extend to the right labeled ""Multi-authority ABE 2007-12"", ""User/attribute revocation 2007-13"", ""Accountability 2009-12"" and ""PRE 2008-13"". The last downward arrow leads from the development box to the bottom box labeled ""Future work 2014"", which doesn't have any branches."
img_0109,"Feature importance for the XGBoost model from Task 2, trained on image features and patient information. Count 0, Count 1, Count 2 and dim z are image features.","A horizontal bar chart labeled ""SHAP Value"" in the top right corner. Each bar is colored blue and corresponds to a specific feature, with the SHAP value displayed numerically at the end of each bar. The chart is sorted in ascending order of SHAP value, starting with ""Chemotherapy"" at the top, which has the smallest value (11.07). This is followed by ""Gender"" (27.23), ""dim z"" (33.36), ""Surgery"" (42.25), ""Age"" (47.55), ""Count 2"" (55.87), ""Count 0"" (66.72), ""Count 1"" (69.87), ""performance status"" (77.32), ""Weight"" (77.94), ""eGFR"" (89.16), ""HPVstatus"" (149.42), ""CenterId"" (157.17) and ""Tobacco"" with the largest value (221.44)."
img_0110,A visual representation of the torsion coefficients associated to $K$. To each red dot at $x=j$ is associated the value of $t_j$.,"A square with a gray background and the word ""Image"" written in bold at the center. The square is divided by a vertical line, a horizontal line and two diagonal lines, creating eight triangular sections."
img_0111,"Problem with subfig and pgfplots' graphs
 
 I have a problem with the subfigenvironment. My two graphs created with pgfplots are too large to stay together. How can I fix that?
 % Graphique
 \begin{figure}
 \centering
 \subfloat[]{$\tau = \SI{0.1}{\second}$}
 {\begin{tikzpicture}
 \begin{axis}[title={Trajectoire de la balle dans le plan $x$-$z$}, xlabel={$x$}, ylabel={$z$},%
 legend cell align=left]
 
 \addplot[red,thick,each nth point={10}]
 table[x index=1,y index=3] {Data/magnus_nog_not_dt0.1s.dat};
 
 \legend{}
 \end{axis}
 \end{tikzpicture}} \quad
 
 \subfloat[]{$\tau = \SI{0.001}{\second}$}
 {\begin{tikzpicture}
 \begin{axis}[title={Trajectoire de la balle dans le plan $x$-$z$}, xlabel={$x$}, ylabel={$z$},%
 legend cell align=left]
 
 \addplot[red,thick,each nth point={10}]
 table[x index=1,y index=3] {Data/magnus_nog_not_dt0.001s.dat};
 
 \legend{}
 \end{axis}
 \end{tikzpicture}}
 
 \caption[]{}\label{g:nognot}
 \end{figure}
 % Graphique
 
 Ps: I didn't provide a MWE because you need files to compile my graphs.","Four identical rectangular grids arranged in a 2x2 layout. Each grid is composed of 3 rows and 7 columns. The top-left grid is labeled (a), the top-right (b), the bottom-left (c) and the bottom-right (d). All grids are empty and outlined with black borders. Beneath the grid is a caption labeled ""Figure 1"", followed by a placeholder text in paragraph form, which consists of Latin filler text."
img_0112,Pendulum constrained to $\mathcal{S}^1$ manifold with the tangent space $T_{x_0}M$ in blue and $T_xM$ in red.,"A geometric illustration involving two tangent vectors on the unit circle, denoted $\mathbb{S}^1$, which is partially depicted as a dashed arc. Two points along this arc are marked by small circles, each corresponding to locations where tangent vectors are illustrated. At each point, a red and blue vector lie tangent to the circle, extending in opposite directions along the curve. From a common origin above these two points, two black arrows extend outward. These arrows are labeled $\vec{e}_1(x)$ and $\vec{e}_2(x)$ and they represent vector directions associated with the point x. The label $\vec{e}_1(x)$ points in the general direction of the red tangent vectors, while $\vec{e}_2(x)$ extends in a distinct direction. A thin dashed vertical line and a curved bracket are illustrating the movements of the circles."
img_0113,"Values for the stability index in different graphs. In the first graph (from left to right), we have that $p=1$, in the second graph $p=0$ and finally $p=2.$","Three undirected graphs placed side by side, each composed of black nodes connected by edges and annotated with signs and self-loops. The leftmost graph is a triangle labeled ""S=-1"". It consists of three nodes connected by edges, all labeled with a ""+"". The top node has a self-loop labeled ""+"", while the bottom-right node features a self-loop labeled ""-"". The middle graph is a square labeled ""S=5"". It has four nodes with a diagonal edge connecting the top-left and bottom-right corners, forming two triangles within the square. The diagonal edge is labeled ""-"" and the bottom-right node has a self loop labeled ""+"". The rightmost graph is also a square, labeled ""S=-3"". Like the middle graph, it contains a diagonal edge which is this time unlabeled. The right vertical edge is labeled ""-"" and the bottom-right node includes a self-loop labeled ""+""."
img_0114,"Shaded region between the area and a circle
 
 How can I draw a square whose side is 6 inscribed in a circle and make the program display the shaded region between the square and the circle","A geometric illustration of a large green circle with a white square inside it. The square is rotated diamond-like, so that its corners touch the circle."
img_0115,"Relation between $\Delta t$ and $t$, for $\Delta t < 1/12$ (1 month), with 50$\%$ chance of winning the bet in case of several Gompertz distributions with mode $75$","A plot with the x-axis labeled as $\Delta t$ and the y-axis as t. The x-axis has two specific points on it: $\frac{1}{365}$ on the far left and $\frac{1}{12}$ on the center-right. The y-axis ranges from 85 to 160. There are six curves drawn across the plot, each starting at a different height on the y-axis. While the curves have the same shape, they begin at different points, which results in that they remain evenly spaced and never intersect. The legend in the top right corner identifies each curve and its corresponding color: the red dotted curve corresponds to $\eta=e^{-75/3}$, the blue dotted curve to $\eta=e^{-75/4}$, the orange dotted curve to $\eta=e^{-75/5}$, the black dotted curve to $\eta=e^{-75/6}$, the pink dotted curve to $\eta=e^{-75/7}$ and the green dotted curve to $\eta=e^{-75/8}$."
img_0116,"How to bend a mathematical formula around an arc or circle
 
 i would like to bend a math formula around a circle. While it is working with text, LaTeX would not bend a formula in a math environment around a circle, at least, i hadn´t had success. The following code i wrote for a test:
 \documentclass[convert={density=300,size=1080x800,outext=.png}]{standalone}
 \usepackage{fontspec}
 \usepackage{amssymb}
 \usepackage{unicode-math}
 \usepackage{xfrac}
 \usepackage{tikz}
 \usepackage{calc}
 \usetikzlibrary{decorations.text,fit,chains,calc,shapes.geometric,intersections}
 \usepackage[margin=15mm]{geometry}
 
 \begin{document}
 \begin{tikzpicture}
 \begin{scope}[shift={(0cm,0cm)}, fill opacity=0.5, mytext/.style={text opacity=1,font=\large\bfseries}]
 % Kreise 
 \draw[fill=red, draw = black] (0,0) circle (5); % Complex Numbers
 \draw[fill=blue!10, draw = black,name path=circle 2] (0,0) circle (4.2); % Imaginary Numbers
 \end{scope}
 
 \draw [ draw opacity=0.1, rotate=120,
 postaction={decorate, decoration={raise=-1ex,text along path,reverse path,text align={fit to path stretching spaces},
 text={|\ttfamily\huge\color{blue}|Outer\space Space \space}}}] (0,0) circle (4.6cm);
 \draw [draw opacity=0.1, rotate=180,
 postaction={ decorate, decoration={raise=-1ex,text along path,reverse path,text align={fit to path stretching spaces},
 text={|\ttfamily\huge\color{green}|Inner\space Space \space}}}] (0,0) circle (3.8cm);
 
 \node at (4,0) (N) {\tiny 1,2,3,4};
 \node[rotate=90] at (-3,1) (N) {$y(n)=h_0x(n)+h_1x(n-1)+\dots +h_{N-1}x(n-N+1)=\sum_{k=0}^{N-1}h_kx(n-k)$};
 \end{tikzpicture}
 
 \end{document}
 
 The following result is generated, but the math formular is not bended.","Two circles forming a ring. The inner circle is filled with a light purple color, while the ring between around it is filled with red. Centered the red at the top is the phrase ""Outer Space"" written in a blue color and following the arc of the circle. Inside the light purple circle, near the top is a red mathematical formula also written along the arc: $y(n) = h_0 x(n) + h_1 x(n - 1) + \cdots + h_{N-1} x(n -N + 1) = \sum_{k=0}^{N-1} h_k x(n - k)$."
img_0117,A standard interval tree,"A tree structure above a timeline, with a series of intervals labeled beneath. At the top of the figure is a node labeled $v_8$ connected downward to a node labeled $v_4$. Node $v_4$ branches into two children $v_2$ and $v_6$. Node $v_2$ has two children, $v_1$ and $v_3$. Node $v_6$ also has two children, $v_5$ and $v_7$. Next to node $v_4$ a bracket ""{a, c, d}"", next to $v_6$ is ""{e, f}"" and next to $v_1$ is ""{b}"". Below the tree is a horizontal timeline with points $s_1$ through $s_8$ marked and spaced evenly. Beneath the timeline are six labeled intervals, each is represented by a horizontal line with endpoints indicated on the left by black dots and on the right by white dots. The interval labeled ""a"" spans from $s_1$ to $s_8$, ""b"" from $s_1$ to $s_2$, ""c"" from $s_3$ to $s_7$, ""d"" from $s_4$ to $s_5$, ""f"" from $s_6$ to $s_8$ and ""e"" from $s_5$ to $s_7$."
img_0118,Diagram for Lemma \ref{WeakConvexHullAndLimitSetContainments},"A horizontal axis labeled n extends in both directions, with a point labeled $x_n$ in the middle. From this point, two vertical distances are marked downward: the first from point $x_n$ to a point y labeled $\leq L$ and the second from y to a point z labeled $\leq 1$. Three curves originate from a point labeled 0. One curve connects to point $x_n$, the curve labeled $\beta^+$ goes through point y and the curve labeled $a^+_m$ goes through point z. Another curve labeled $\beta^-$ extends from 0 towards the other direction."
img_0119,Illustration for projection scheme for system.,"The figure shows a diagram with two horizontal axes labeled $t^n$ and $t^{n+1}$. Two curved arrows form a circle-like shape between these two lines, which is labeled ""projection"" in blue. Four diagonal blue straight lines connect the lower axis to the upper axis, with the area between them shaded blue. Blue and red annotations denote operations."
img_0120,A generic diagram of a deep SSM with $L$ layers. %\mred{[THE INDEXING OF THE LATENT PROCESSES NEEDS TO BE CHANGED. THE CLOSEST TO $y$ SHOULD BE $x_L$. THE ROOT PROCESS IS $x_0$.][Done]},"A grid like composed of connected nodes. At the top row the nodes $x_{1,t-1}$, $x_{1,t}$ and $x_{1,t+1}$ are connected by horizontal arrows. From each of these top nodes a vertical arrow descends, indicated with dots for continuation, to the corresponding nodes $x_{L,t-1}$, $x_{L,t}$ and $x_{L,t+1}$. Each of these then connects downward to $y_{t-1}$, $y_t$ and $y_{t+1}$, which are colored gray."
img_0121,Unequal error variance case ($\sigma_1<\sigma_2$). See caption of Figure \ref{fig:intro_example} for description of panels.,"The figure consists of five plots arranged in a 2x3 grid with the central plot spanning two columns. In the top-left plot, the x-axis is labeled t and ranges from 0.00 to 1.00 in 0.25 steps. The y-axis is labeled ""Probability"" and ranges from 0.25 to 1.00. The plot shows a red curve and a green curve that form an X shape and cross at the point (0.50, 0.50). The bottom-left plot also has t on the x-axis and is labeled y on the vertical axes, which ranges from 0 to 3. The red curve is in U-shape with the vertex at (0.50,0), alongside a green horizontal line at y=1. Both lines have black dots placed on them. The center plot is a duplicate of the bottom-left plot spanning over two columns. In the top-right plot, the x-axis is labeled t and the y-axis is labeled ""Cover Rate"" and ranges from 0.900 to 1.000. A blue curve fluctuates slightly around y = 0.950, showing modest variations. In the bottom-right plot the x-axis is labeled t and the y-axis is labeled ""Average Length"" and ranges from 0.6 to 1.2. A blue curve runs across the plot, containing segments that are dotted. These dotted segments from a U-shape. A legend below the grid indicates that red corresponds to ""Group 1"" and green to ""Group 2"" and that solid lines represent ""Estimated"" values, while dotted lines represent ""True"" values."
img_0122,Graph $Y$,"A graph composed of two mirrored triangles that face each other. Each triangle consists of three nodes, two vertically aligned and joined by an edge, both connected to third node. The third node from each triangle is connected by the edge $e$."
img_0123,A labelled pentagonal cactus of $n$ pentagons.,"A sequence of labeled pentagons arranged horizontally, each representing a 5 node cycle. Two pentagons on the left are connected at a single shared node, while the rest (indicated by dots) continue similarly to the right. Each pentagon is indexed, for example the first pentagon has the nodes labeled $x_1^1$, $x_2^1$, $x_3^1$, $x_4^1$ and $x_5^1$ in cyclic order. The second pentagon has nodes $x_1^2$, $x_2^2$, $x_3^2$, $x_4^2$ and $x_5^2$ and shares the node $x_5^1$ = $x_1^2$ with the first pentagon. This pattern continues until the n pentagon, which is labeled $x_1^n$ through $x_5^n$."
img_0124,The internal geometry for an exotic type IIA background. The red points are boundary theories and the blue points represent BPS domain walls. We provide a bottom-up argument from the classification of 5d SCFTs that rules out such backgrounds.,"A graph with a central red node from which lines extend. To the upper left, a line with four blue nodes leads to a red node. To the lower left, a line of one blue node also ends with a red node. On the right, a cycle of two blue nodes forms a loop connected to the same central red node where it started."
img_0125,"How to draw penrose diagrams with TikZ
 
 I know tikz can be used to generate plots and I have familiarized myself with the basics of generating an axis and adding coordinates, but I have no idea how I could get a figure like this for example, even though it is just a bunch of lines essentially. Could anyone advise? Or is there another program I should be using for such diagrams..","A diagram divided into two adjacent regions that share a vertical diagonal boundary. The central region is labeled with the Roman numeral III. The top and bottom horizontal boundaries are zigzag lines labeled r = 0, with the upper corner marked $i^+$ and the lower corners marked $i^-$. The left and right edges of the diagram are straight lines extending from $i^-$ to $i^+$, passing through points labeled $i^0$. On the left side of the central region, the left diagonal boundary is labeled $\overline{u} = \infty$ and the adjacent outer edge is labeled $\mathcal{J}^+$. Two diagonals intersect at the center that divide the diagram symmetrically."
img_0126,$\alpha\beta\gamma^2$ is a vertex.,"The figure is a polygonal mesh composed of 19 irregularly shaped cells. Each cell is outlined in thin black lines and labeled with a circled number from 1 to 19. At the center of the mesh, there is a black dot located at the shared vertex of several polygons—specifically, at the junction of cells labeled 18, 13, 14, 15 and 16. The polygons surrounding this central vertex are smaller and more tightly clustered than the outer cells. Several cells are annotated with Greek letters. Specifically, the letter $\gamma$ is written inside multiple cells, including cells 2, 12, 10, 4 and 6. The letter $\beta$ appears in cell 3. These annotations are placed so as not to overlap the circled cell numbers and are spaced clearly for readability. The cells vary in shape and size but have straight edges and share boundaries with adjacent cells."
img_0127,"The double chamber, a genus 2 dilation surface with one cone point of angle $6\pi$.","A geometric figure composed of eight straight segments which form two steps. Each pair of opposite edges is labeled with the same letter: the two vertical left edges are labeled A, the two vertical right edges are labeled B, the top and bottom horizontal edges are labeled C and the two horizontal edges are labeled D. The color of A is blue, B is red, C is yellow and D is green. The figure is filled with a gray tone."
img_0128,Generalization performance of the GQN algorithm and the baselines on deployments unseen at training time. The points represent the average performance and the error bars represent the 95th percentile confidence interval (sometimes smaller than the marker).,"Two side-by-side plots comparing the perfomance of ""GQN"", ""GQN-GAT"", ""DQN"", ""GAQ"" and H (x-axis) based on ""Average SINR (db)"", which ranges from 12 to 16 (y-axis). The left plot is titled ""hexagonal training, hexagonal evaluation"" and visualized with blue points indicating that GQN-GAT achieves the highest SINR at around 16 db, followed by GAQ at approximately 15db, GQN at 15 db, DQN at 14.5 db and H at 12.5 db. In the right plot, titled ""random training, hexagonal evaluation"", GQN-GAT reaches about 14.5 db, GQN 14 db, GAQ 13.5 db, DQN 13 db and H remains at 12.5 db."
img_0129,"Trivial infinitesimal motions of a $\mathcal{C}_s$-symmetric framework $(\tilde{G},\tilde{p})$. From left to right $(\tilde{G},\tilde{p})$ is rotated, translated in the direction of the symmetry line and translated in the direction perpendicular to the symmetry line. The second motion maintains symmetry, the other two break the symmetry.","Three side-by-side isosceles, each with the apex pointing upward and the base aligned horizontally. A vertical dashed line in each triangle marks the axis of symmetry marks the axis of symmetry. In the left diagram, an arrow at the top vertex points left, the bottom-left vertex points downward and the bottom-right vertex points upward. In the center triangle, all three arrows point upwards and in the right triangle all three arrows point to the right."
